1.373104929924011230e+00 1.732843875885009766e+00
1.359712839126586914e+00 1.728116273880004883e+00
1.345977425575256348e+00 1.723373651504516602e+00
1.331613302230834961e+00 1.718462467193603516e+00
1.316379427909851074e+00 1.713229894638061523e+00
1.300069212913513184e+00 1.707529664039611816e+00
1.282508134841918945e+00 1.701228499412536621e+00
1.263546466827392578e+00 1.694204926490783691e+00
1.243056297302246094e+00 1.686344623565673828e+00
1.220929384231567383e+00 1.677537918090820312e+00
1.197077035903930664e+00 1.667676687240600586e+00
1.171431064605712891e+00 1.656652331352233887e+00
1.143948197364807129e+00 1.644355058670043945e+00
1.114615559577941895e+00 1.630671977996826172e+00
1.083455562591552734e+00 1.615487933158874512e+00
1.050533652305603027e+00 1.598688483238220215e+00
1.015963196754455566e+00 1.580162048339843750e+00
9.799129366874694824e-01 1.559805154800415039e+00
9.426078200340270996e-01 1.537525415420532227e+00
9.043297767639160156e-01 1.513249278068542480e+00
8.654121756553649902e-01 1.486929297447204590e+00
8.262295126914978027e-01 1.458553433418273926e+00
7.871822118759155273e-01 1.428151726722717285e+00
7.486742138862609863e-01 1.395802736282348633e+00
7.110919952392578125e-01 1.361637711524963379e+00
6.747842431068420410e-01 1.325852155685424805e+00
6.400558352470397949e-01 1.288733720779418945e+00
6.071778535842895508e-01 1.250709414482116699e+00
5.764163136482238770e-01 1.212414503097534180e+00
5.480738878250122070e-01 1.174773931503295898e+00
5.225304961204528809e-01 1.139064669609069824e+00
5.002592206001281738e-01 1.106917142868041992e+00
4.817862510681152344e-01 1.080186605453491211e+00
4.675648510456085205e-01 1.060623407363891602e+00
4.577503204345703125e-01 1.049309015274047852e+00
4.519454836845397949e-01 1.045987248420715332e+00
4.491138756275177002e-01 1.048746347427368164e+00
4.478167295455932617e-01 1.054480910301208496e+00
4.466491639614105225e-01 1.059923887252807617e+00
4.446330070495605469e-01 1.062666296958923340e+00
4.414032399654388428e-01 1.061714410781860352e+00
4.371455907821655273e-01 1.057429075241088867e+00
4.323875606060028076e-01 1.051064491271972656e+00
4.277816712856292725e-01 1.044244408607482910e+00
4.239372014999389648e-01 1.038535833358764648e+00
4.212825000286102295e-01 1.035088658332824707e+00
4.199462234973907471e-01 1.034320712089538574e+00
4.197025895118713379e-01 1.035767793655395508e+00
4.200594425201416016e-01 1.038290739059448242e+00
4.204822778701782227e-01 1.040630698204040527e+00
4.206000268459320068e-01 1.041922807693481445e+00
4.202518463134765625e-01 1.041813850402832031e+00
4.194096326828002930e-01 1.040272951126098633e+00
4.181006252765655518e-01 1.037402629852294922e+00
4.164006710052490234e-01 1.033421516418457031e+00
4.144700169563293457e-01 1.028757452964782715e+00
4.125564098358154297e-01 1.024054884910583496e+00
4.109222292900085449e-01 1.019994974136352539e+00
