6.279051952931358205e-02 6.083200126886367798e-02 5.897276848554611206e-02 5.721199139952659607e-02 5.553167685866355896e-02 5.393080413341522217e-02 5.242012441158294678e-02 5.099620670080184937e-02 4.961613193154335022e-02 4.833153262734413147e-02 4.712736606597900391e-02 4.591979086399078369e-02 4.481108486652374268e-02 4.375728964805603027e-02 4.275896027684211731e-02 4.181841388344764709e-02 4.086234420537948608e-02 3.994811698794364929e-02 3.908951580524444580e-02 3.824035078287124634e-02 3.743328154087066650e-02 3.673825412988662720e-02 3.603043407201766968e-02 3.534102439880371094e-02 3.466818481683731079e-02 3.400016576051712036e-02 3.333466500043869019e-02 3.282476216554641724e-02 3.216168284416198730e-02 3.164941072463989258e-02 3.116739541292190552e-02 3.077373653650283813e-02 3.033902496099472046e-02 2.991076931357383728e-02 2.953809872269630432e-02 2.895994856953620911e-02 2.852110564708709717e-02 2.815989032387733459e-02 2.759943529963493347e-02 2.739203721284866333e-02 2.713549137115478516e-02 2.670091390609741211e-02 2.652957290410995483e-02 2.615303918719291687e-02 2.571442350745201111e-02 2.558085322380065918e-02 2.522569522261619568e-02 2.489927038550376892e-02 2.457541599869728088e-02 2.436958998441696167e-02 2.412331849336624146e-02 2.370774373412132263e-02 2.350168675184249878e-02 2.322231233119964600e-02 2.301938459277153015e-02 2.266312763094902039e-02
1.253332335643045359e-01 1.214899346232414246e-01 1.178316846489906311e-01 1.143720000982284546e-01 1.110747456550598145e-01 1.079338714480400085e-01 1.049650907516479492e-01 1.021696329116821289e-01 9.946110844612121582e-02 9.693635255098342896e-02 9.456618130207061768e-02 9.219008684158325195e-02 9.000382572412490845e-02 8.791930228471755981e-02 8.594670891761779785e-02 8.408790826797485352e-02 8.220562338829040527e-02 8.040478825569152832e-02 7.870550453662872314e-02 7.702723890542984009e-02 7.543025910854339600e-02 7.403507828712463379e-02 7.262491434812545776e-02 7.125364243984222412e-02 6.991951167583465576e-02 6.860393285751342773e-02 6.728783249855041504e-02 6.626418977975845337e-02 6.495492160320281982e-02 6.392310559749603271e-02 6.294341385364532471e-02 6.211841851472854614e-02 6.122513115406036377e-02 6.034252792596817017e-02 5.955938994884490967e-02 5.844348669052124023e-02 5.757212638854980469e-02 5.682057887315750122e-02 5.575026571750640869e-02 5.526339262723922729e-02 5.469306558370590210e-02 5.385626107454299927e-02 5.342458188533782959e-02 5.268342792987823486e-02 5.184789001941680908e-02 5.148406326770782471e-02 5.078541487455368042e-02 5.012607574462890625e-02 4.946893453598022461e-02 4.900976270437240601e-02 4.847097396850585938e-02 4.770576953887939453e-02 4.725985229015350342e-02 4.669771343469619751e-02 4.625783115625381470e-02 4.557685554027557373e-02
1.873813145857250173e-01 1.817348450422286987e-01 1.763482242822647095e-01 1.712599843740463257e-01 1.664157956838607788e-01 1.618008613586425781e-01 1.574313789606094360e-01 1.533191502094268799e-01 1.493366658687591553e-01 1.456169039011001587e-01 1.421199738979339600e-01 1.386161148548126221e-01 1.353849917650222778e-01 1.322941631078720093e-01 1.293715685606002808e-01 1.266174763441085815e-01 1.238394081592559814e-01 1.211796700954437256e-01 1.186597049236297607e-01 1.161732897162437439e-01 1.138055250048637390e-01 1.117068827152252197e-01 1.096008941531181335e-01 1.075559332966804504e-01 1.055721566081047058e-01 1.036284565925598145e-01 1.016770154237747192e-01 1.001357808709144592e-01 9.819908440113067627e-02 9.664169698953628540e-02 9.515250474214553833e-02 9.386319667100906372e-02 9.249149262905120850e-02 9.113350510597229004e-02 8.990769833326339722e-02 8.829304575920104980e-02 8.699490129947662354e-02 8.582872152328491211e-02 8.429534733295440674e-02 8.346291631460189819e-02 8.252655714750289917e-02 8.131258934736251831e-02 8.054376393556594849e-02 7.944997400045394897e-02 7.824953645467758179e-02 7.757513225078582764e-02 7.654143869876861572e-02 7.554571330547332764e-02 7.455246895551681519e-02 7.380087673664093018e-02 7.293634116649627686e-02 7.187399268150329590e-02 7.115986198186874390e-02 7.031309604644775391e-02 6.960767507553100586e-02 6.863117218017578125e-02
2.486898871648548226e-01 2.413316816091537476e-01 2.342998981475830078e-01 2.276630848646163940e-01 2.213491499423980713e-01 2.153316140174865723e-01 2.096242010593414307e-01 2.042526453733444214e-01 1.990537643432617188e-01 1.941850036382675171e-01 1.896016299724578857e-01 1.850129216909408569e-01 1.807714998722076416e-01 1.767005324363708496e-01 1.728524863719940186e-01 1.692267656326293945e-01 1.655839681625366211e-01 1.620931476354598999e-01 1.587747335433959961e-01 1.555021256208419800e-01 1.523847281932830811e-01 1.495815068483352661e-01 1.467875093221664429e-01 1.440779268741607666e-01 1.414561420679092407e-01 1.389027535915374756e-01 1.363314837217330933e-01 1.342688500881195068e-01 1.317252218723297119e-01 1.296375542879104614e-01 1.276308596134185791e-01 1.258494555950164795e-01 1.239840388298034668e-01 1.221352219581604004e-01 1.204408258199691772e-01 1.183644235134124756e-01 1.166445165872573853e-01 1.150449961423873901e-01 1.130904108285903931e-01 1.118551492691040039e-01 1.105076968669891357e-01 1.089345514774322510e-01 1.077670454978942871e-01 1.063320934772491455e-01 1.047890037298202515e-01 1.037430018186569214e-01 1.023799926042556763e-01 1.010477095842361450e-01 9.972171485424041748e-02 9.864853322505950928e-02 9.743866324424743652e-02 9.611707925796508789e-02 9.511277079582214355e-02 9.398111701011657715e-02 9.298844635486602783e-02 9.174190461635589600e-02
3.090169943749475068e-01 3.000518083572387695e-01 2.914731800556182861e-01 2.833783626556396484e-01 2.756794095039367676e-01 2.683366835117340088e-01 2.613601088523864746e-01 2.547897100448608398e-01 2.484352886676788330e-01 2.424644976854324341e-01 2.368362545967102051e-01 2.312082946300506592e-01 2.259934246540069580e-01 2.209707349538803101e-01 2.162222862243652344e-01 2.117494046688079834e-01 2.072734832763671875e-01 2.029796540737152100e-01 1.988873183727264404e-01 1.948516517877578735e-01 1.910077333450317383e-01 1.875016093254089355e-01 1.840290278196334839e-01 1.806648969650268555e-01 1.774169206619262695e-01 1.742710024118423462e-01 1.710959076881408691e-01 1.685080677270889282e-01 1.653795093297958374e-01 1.627583205699920654e-01 1.602298766374588013e-01 1.579343527555465698e-01 1.555648148059844971e-01 1.532157510519027710e-01 1.510337889194488525e-01 1.485300213098526001e-01 1.463925242424011230e-01 1.443470120429992676e-01 1.420071125030517578e-01 1.403229832649230957e-01 1.385287493467330933e-01 1.366083174943923950e-01 1.349983066320419312e-01 1.332323551177978516e-01 1.313600391149520874e-01 1.299023479223251343e-01 1.282141506671905518e-01 1.265478134155273438e-01 1.248975247144699097e-01 1.234845519065856934e-01 1.219228804111480713e-01 1.203648895025253296e-01 1.190554946660995483e-01 1.176403462886810303e-01 1.163463741540908813e-01 1.148503720760345459e-01
3.681245526846781413e-01 3.576721251010894775e-01 3.476623594760894775e-01 3.382113575935363770e-01 3.292199373245239258e-01 3.206359446048736572e-01 3.124654889106750488e-01 3.047603964805603027e-01 2.973147034645080566e-01 2.902905344963073730e-01 2.836603820323944092e-01 2.770422697067260742e-01 2.708934545516967773e-01 2.649503648281097412e-01 2.593273520469665527e-01 2.540325224399566650e-01 2.487556934356689453e-01 2.436872422695159912e-01 2.388478964567184448e-01 2.340735942125320435e-01 2.295282632112503052e-01 2.253241688013076782e-01 2.211843430995941162e-01 2.171770781278610229e-01 2.133150398731231689e-01 2.095926105976104736e-01 2.058300375938415527e-01 2.027134299278259277e-01 1.990231871604919434e-01 1.958666145801544189e-01 1.928160339593887329e-01 1.899905353784561157e-01 1.871118694543838501e-01 1.842593699693679810e-01 1.815783232450485229e-01 1.786781400442123413e-01 1.761262416839599609e-01 1.736286729574203491e-01 1.709322929382324219e-01 1.687665730714797974e-01 1.665013879537582397e-01 1.642401218414306641e-01 1.621630787849426270e-01 1.600741744041442871e-01 1.578790694475173950e-01 1.559904366731643677e-01 1.539806723594665527e-01 1.519852876663208008e-01 1.500225663185119629e-01 1.482622623443603516e-01 1.463532149791717529e-01 1.445683836936950684e-01 1.429457664489746094e-01 1.412499397993087769e-01 1.396485418081283569e-01 1.379180401563644409e-01
4.257792915650728816e-01 4.139794707298278809e-01 4.026735424995422363e-01 3.919799327850341797e-01 3.817965686321258545e-01 3.720621764659881592e-01 3.627803027629852295e-01 3.540092110633850098e-01 3.455402255058288574e-01 3.375136852264404297e-01 3.299264311790466309e-01 3.223715126514434814e-01 3.153315782546997070e-01 3.085028827190399170e-01 3.020322024822235107e-01 2.959415316581726074e-01 2.898966670036315918e-01 2.840826511383056641e-01 2.785253822803497314e-01 2.730384171009063721e-01 2.678185403347015381e-01 2.629252672195434570e-01 2.581319212913513184e-01 2.534944415092468262e-01 2.490310072898864746e-01 2.447468340396881104e-01 2.404137700796127319e-01 2.367650270462036133e-01 2.325372844934463501e-01 2.288451194763183594e-01 2.252755761146545410e-01 2.219108939170837402e-01 2.185236066579818726e-01 2.151710093021392822e-01 2.119870036840438843e-01 2.087172418832778931e-01 2.057529836893081665e-01 2.028037607669830322e-01 1.997719556093215942e-01 1.971068531274795532e-01 1.943591684103012085e-01 1.917599141597747803e-01 1.892105042934417725e-01 1.868035942316055298e-01 1.842876523733139038e-01 1.819682866334915161e-01 1.796405613422393799e-01 1.773226112127304077e-01 1.750606894493103027e-01 1.729552745819091797e-01 1.707113981246948242e-01 1.686981916427612305e-01 1.667605042457580566e-01 1.647881865501403809e-01 1.628802120685577393e-01 1.609242260456085205e-01
4.817536741017156010e-01 4.687694311141967773e-01 4.563219547271728516e-01 4.445111155509948730e-01 4.332449436187744141e-01 4.224590659141540527e-01 4.121558368206024170e-01 4.023932516574859619e-01 3.929730057716369629e-01 3.839988708496093750e-01 3.755018711090087891e-01 3.670688867568969727e-01 3.591842651367187500e-01 3.515088558197021484e-01 3.442193567752838135e-01 3.373599648475646973e-01 3.305804729461669922e-01 3.240509629249572754e-01 3.178066909313201904e-01 3.116348981857299805e-01 3.057687878608703613e-01 3.001995682716369629e-01 2.947690486907958984e-01 2.895165681838989258e-01 2.844650745391845703e-01 2.796328663825988770e-01 2.747470140457153320e-01 2.705631852149963379e-01 2.658227086067199707e-01 2.615964412689208984e-01 2.575144469738006592e-01 2.536083757877349854e-01 2.497186511754989624e-01 2.458758801221847534e-01 2.421925365924835205e-01 2.385752797126770020e-01 2.351994514465332031e-01 2.318051308393478394e-01 2.284508347511291504e-01 2.252838909626007080e-01 2.220557928085327148e-01 2.191183865070343018e-01 2.161093652248382568e-01 2.133854627609252930e-01 2.105488181114196777e-01 2.078146934509277344e-01 2.051735222339630127e-01 2.025401294231414795e-01 1.999916434288024902e-01 1.975508034229278564e-01 1.949895620346069336e-01 1.927385330200195312e-01 1.904891729354858398e-01 1.882451474666595459e-01 1.860377788543701172e-01 1.838596165180206299e-01
5.358267949789966567e-01 5.218461751937866211e-01 5.084297657012939453e-01 4.956395924091339111e-01 4.834096431732177734e-01 4.716806113719940186e-01 4.604541957378387451e-01 4.497819542884826660e-01 4.394874572753906250e-01 4.296259880065917969e-01 4.202703535556793213e-01 4.110243916511535645e-01 4.023456573486328125e-01 3.938675522804260254e-01 3.857906460762023926e-01 3.781910836696624756e-01 3.707110285758972168e-01 3.634973764419555664e-01 3.565983772277832031e-01 3.497716486454010010e-01 3.432889580726623535e-01 3.370620608329772949e-01 3.310137391090393066e-01 3.251638412475585938e-01 3.195389509201049805e-01 3.141714930534362793e-01 3.087513446807861328e-01 3.040303289890289307e-01 2.988017797470092773e-01 2.940451800823211670e-01 2.894604504108428955e-01 2.850177884101867676e-01 2.806373834609985352e-01 2.763203978538513184e-01 2.721487581729888916e-01 2.682005167007446289e-01 2.644127607345581055e-01 2.605855166912078857e-01 2.569135725498199463e-01 2.532576322555541992e-01 2.495640516281127930e-01 2.462871074676513672e-01 2.428458034992218018e-01 2.398013472557067871e-01 2.366448342800140381e-01 2.335231006145477295e-01 2.305734753608703613e-01 2.276315987110137939e-01 2.248074114322662354e-01 2.220455408096313477e-01 2.191860377788543701e-01 2.166834175586700439e-01 2.141296267509460449e-01 2.116190493106842041e-01 2.091238498687744141e-01 2.067218720912933350e-01
5.877852522924732481e-01 5.730226039886474609e-01 5.588239431381225586e-01 5.452065467834472656e-01 5.321443080902099609e-01 5.195914506912231445e-01 5.075487494468688965e-01 4.960579574108123779e-01 4.849720895290374756e-01 4.742914438247680664e-01 4.641337096691131592e-01 4.541472494602203369e-01 4.447294771671295166e-01 4.354985356330871582e-01 4.266698062419891357e-01 4.183606207370758057e-01 4.102151095867156982e-01 4.023503959178924561e-01 3.948293328285217285e-01 3.873800039291381836e-01 3.803112506866455078e-01 3.734503984451293945e-01 3.668071031570434570e-01 3.603805303573608398e-01 3.541983067989349365e-01 3.483079671859741211e-01 3.423730134963989258e-01 3.371138274669647217e-01 3.314215242862701416e-01 3.261404633522033691e-01 3.210655748844146729e-01 3.160983026027679443e-01 3.112444281578063965e-01 3.064745068550109863e-01 3.018320202827453613e-01 2.975632548332214355e-01 2.933623194694519043e-01 2.891191542148590088e-01 2.851265072822570801e-01 2.810082137584686279e-01 2.768763303756713867e-01 2.732575237751007080e-01 2.694213688373565674e-01 2.660487592220306396e-01 2.625749111175537109e-01 2.590991854667663574e-01 2.558461129665374756e-01 2.526015937328338623e-01 2.495093643665313721e-01 2.464432120323181152e-01 2.433033585548400879e-01 2.405338883399963379e-01 2.376855611801147461e-01 2.349135279655456543e-01 2.321442365646362305e-01 2.295133173465728760e-01
