1.095099568367004395e+00 1.381992697715759277e+00
1.085013270378112793e+00 1.378840804100036621e+00
1.074508905410766602e+00 1.375533223152160645e+00
1.063422083854675293e+00 1.371981620788574219e+00
1.051627993583679199e+00 1.368116021156311035e+00
1.039021372795104980e+00 1.363872885704040527e+00
1.025508165359497070e+00 1.359190821647644043e+00
1.011003613471984863e+00 1.354010105133056641e+00
9.954328536987304688e-01 1.348273277282714844e+00
9.787325263023376465e-01 1.341926217079162598e+00
9.608530402183532715e-01 1.334918856620788574e+00
9.417610168457031250e-01 1.327206611633300781e+00
9.214431643486022949e-01 1.318752169609069824e+00
8.999106884002685547e-01 1.309529066085815430e+00
8.772034049034118652e-01 1.299525260925292969e+00
8.533951640129089355e-01 1.288748264312744141e+00
8.285977244377136230e-01 1.277231931686401367e+00
8.029652237892150879e-01 1.265042543411254883e+00
7.766951918601989746e-01 1.252286791801452637e+00
7.500299811363220215e-01 1.239116668701171875e+00
7.232527136802673340e-01 1.225734949111938477e+00
6.966819763183593750e-01 1.212394118309020996e+00
6.706616282463073730e-01 1.199392199516296387e+00
6.455464959144592285e-01 1.187059283256530762e+00
6.216855049133300781e-01 1.175737738609313965e+00
5.993993282318115234e-01 1.165753364562988281e+00
5.789587497711181641e-01 1.157381057739257812e+00
5.605613589286804199e-01 1.150809645652770996e+00
5.443145632743835449e-01 1.146110534667968750e+00
5.302249789237976074e-01 1.143213868141174316e+00
5.181993842124938965e-01 1.141897320747375488e+00
5.080556869506835938e-01 1.141796469688415527e+00
4.995428919792175293e-01 1.142431855201721191e+00
4.923659265041351318e-01 1.143258571624755859e+00
4.862199425697326660e-01 1.143745064735412598e+00
4.808442592620849609e-01 1.143503427505493164e+00
4.760841429233551025e-01 1.142439842224121094e+00
4.719222486019134521e-01 1.140823602676391602e+00
4.684462547302246094e-01 1.139189481735229492e+00
4.657541513442993164e-01 1.138085961341857910e+00
4.638406038284301758e-01 1.137775778770446777e+00
4.625422656536102295e-01 1.138088107109069824e+00
4.616118669509887695e-01 1.138599395751953125e+00
4.608714878559112549e-01 1.139017343521118164e+00
4.602824449539184570e-01 1.139361858367919922e+00
4.598650038242340088e-01 1.139774203300476074e+00
4.595691859722137451e-01 1.140202045440673828e+00
4.592497646808624268e-01 1.140340447425842285e+00
4.587841629981994629e-01 1.139930248260498047e+00
4.581822156906127930e-01 1.139033555984497070e+00
4.575514793395996094e-01 1.137948393821716309e+00
4.569717645645141602e-01 1.136899471282958984e+00
4.564276933670043945e-01 1.135870099067687988e+00
4.558721184730529785e-01 1.134759902954101562e+00
4.553265273571014404e-01 1.133635640144348145e+00
4.548751115798950195e-01 1.132716655731201172e+00
4.545632302761077881e-01 1.132123112678527832e+00
4.543401598930358887e-01 1.131734609603881836e+00
4.541215598583221436e-01 1.131346821784973145e+00
4.538789689540863037e-01 1.130894064903259277e+00
4.536294937133789062e-01 1.130424499511718750e+00
4.533656835556030273e-01 1.129922628402709961e+00
4.530428946018218994e-01 1.129278898239135742e+00
4.526431560516357422e-01 1.128446936607360840e+00
4.522067010402679443e-01 1.127523303031921387e+00
4.517827630043029785e-01 1.126626253128051758e+00
4.513773620128631592e-01 1.125766158103942871e+00
4.509692490100860596e-01 1.124886989593505859e+00
4.505542218685150146e-01 1.123976230621337891e+00
4.501432776451110840e-01 1.123060822486877441e+00
4.497264623641967773e-01 1.122115731239318848e+00
4.492683112621307373e-01 1.121053099632263184e+00
4.487425982952117920e-01 1.119807600975036621e+00
4.481498301029205322e-01 1.118380069732666016e+00
4.474944472312927246e-01 1.116782307624816895e+00
4.467658698558807373e-01 1.114988207817077637e+00
4.459511637687683105e-01 1.112966656684875488e+00
